,drugbank_id,category,uniprot_id,organism
3571,DB00537,target,C3T8E2,Escherichia coli
3572,DB00537,target,B4YQT9,Mycobacterium tuberculosis
3573,DB00537,target,P20831,Staphylococcus aureus
3574,DB00537,enzyme,P05177,Humans
3575,DB00537,enzyme,P08684,Humans
3576,DB00537,enzyme,P20815,Humans
3577,DB00537,enzyme,P24462,Humans
3578,DB00537,carrier,P02768,Humans
3579,DB00537,transporter,P08183,Humans
3580,DB00537,transporter,Q96FL8,Humans
3581,DB00537,transporter,Q86VL8,Humans
3582,DB00539,target,P03372,Humans
3583,DB00539,target,P04278,Humans
3584,DB00539,enzyme,P08684,Humans
3585,DB00539,enzyme,P04798,Humans
3586,DB00539,transporter,P08183,Humans
3587,DB00540,target,P23975,Humans
3588,DB00540,target,P31645,Humans
3589,DB00540,target,P28223,Humans
3590,DB00540,target,P08908,Humans
3591,DB00540,target,P35367,Humans
3592,DB00540,target,P35348,Humans
3593,DB00540,target,P25100,Humans
3594,DB00540,target,P28335,Humans
3595,DB00540,target,P35368,Humans
3596,DB00540,target,P14416,Humans
3597,DB00540,target,P08909,Rat
3598,DB00540,enzyme,P10635,Humans
3599,DB00540,enzyme,P08684,Humans
3600,DB00540,enzyme,P05177,Humans
3601,DB00540,enzyme,P33261,Humans
3602,DB00540,enzyme,P20815,Humans
3603,DB00540,enzyme,P05181,Humans
3604,DB00540,carrier,P02768,Humans
3605,DB00540,carrier,P02763,Humans
3606,DB00540,transporter,P23975,Humans
3607,DB00540,transporter,P08183,Humans
3608,DB00541,target,P07437,Humans
3609,DB00541,target,P68366,Humans
3610,DB00541,enzyme,P20815,Humans
3611,DB00541,enzyme,P24462,Humans
3612,DB00541,enzyme,P08684,Humans
3613,DB00541,transporter,P08183,Humans
3614,DB00541,transporter,O15438,Humans
3615,DB00541,transporter,O75751,Humans
3616,DB00541,transporter,P33527,Humans
3617,DB00541,transporter,Q5T3U5,Humans
3618,DB00541,transporter,Q92887,Humans
3619,DB00541,transporter,O95342,Humans
3620,DB00541,transporter,Q9UNQ0,Humans
3621,DB00541,transporter,Q15311,Humans
3622,DB00541,transporter,Q9Y6L6,Humans
3623,DB00541,transporter,Q9NPD5,Humans
3624,DB00542,target,P12821,Humans
3625,DB00542,enzyme,P42898,Humans
3626,DB00542,transporter,P46059,Humans
3627,DB00542,transporter,Q16348,Humans
3628,DB00543,target,P23975,Humans
3629,DB00543,target,P31645,Humans
3630,DB00543,target,P14416,Humans
3631,DB00543,target,P21728,Humans
3632,DB00543,target,P08913,Humans
3633,DB00543,target,P35348,Humans
3634,DB00543,target,P11229,Humans
3635,DB00543,target,P14867,Humans
3636,DB00543,target,P28223,Humans
3637,DB00543,target,P28335,Humans
3638,DB00543,target,P50406,Humans
3639,DB00543,target,P34969,Humans
3640,DB00543,target,P35462,Humans
3641,DB00543,target,P21917,Humans
3642,DB00543,target,P35367,Humans
3643,DB00543,target,P41595,Humans
3644,DB00543,target,P46098,Humans
3645,DB00543,target,P08908,Humans
3646,DB00543,target,P28222,Humans
3647,DB00543,target,Q9H3N8,Humans
3648,DB00543,target,Q01959,Humans
3649,DB00543,enzyme,P10635,Humans
3650,DB00543,carrier,P02763,Humans
3651,DB00544,target,P04818,Humans
3652,DB00544,enzyme,P11712,Humans
3653,DB00544,enzyme,P05177,Humans
3654,DB00544,enzyme,P19971,Humans
3655,DB00544,enzyme,Q12882,Humans
3656,DB00544,enzyme,Q16831,Humans
3657,DB00544,enzyme,O95045,Humans
3658,DB00544,enzyme,P11509,Humans
3659,DB00544,enzyme,P10632,Humans
3660,DB00544,enzyme,P42898,Humans
3661,DB00544,enzyme,P04818,Humans
3662,DB00544,enzyme,P11172,Humans
3663,DB00544,enzyme,Q06203,Humans
3664,DB00544,carrier,P02768,Humans
3665,DB00544,carrier,P05543,Humans
3666,DB00544,transporter,Q9Y694,Humans
3667,DB00544,transporter,Q99808,Humans
3668,DB00544,transporter,Q9UNQ0,Humans
3669,DB00544,transporter,O15438,Humans
3670,DB00544,transporter,O15439,Humans
3671,DB00544,transporter,O15440,Humans
3672,DB00545,target,P22303,Humans
3673,DB00545,target,P06276,Humans
3674,DB00545,target,P02768,Humans
3675,DB00547,target,P04150,Humans
3676,DB00548,target,P66010,Staphylococcus aureus (strain Mu50 / ATCC 700699)
3677,DB00548,target,P51857,Humans
3678,DB00548,target,P31213,Humans
3679,DB00548,target,P14679,Humans
3680,DB00548,target,P00582,Escherichia coli (strain K12)
3681,DB00549,target,Q9Y271,Humans
3682,DB00549,enzyme,P11712,Humans
3683,DB00549,enzyme,P10632,Humans
3684,DB00549,enzyme,P23219,Humans
3685,DB00549,enzyme,P08684,Humans
3686,DB00549,enzyme,P05177,Humans
3687,DB00549,enzyme,P33261,Humans
3688,DB00549,enzyme,P05181,Humans
3689,DB00549,transporter,Q9UNQ0,Humans
3690,DB00550,target,P07202,Humans
3691,DB00550,enzyme,P05164,Humans
3692,DB00550,enzyme,P09172,Humans
3693,DB00550,enzyme,P04798,Humans
3694,DB00551,target,P18314,Enterobacter aerogenes
3695,DB00551,target,P39900,Humans
3696,DB00552,target,P00813,Humans
3697,DB00553,enzyme,P05177,Humans
3698,DB00553,enzyme,P11509,Humans
3699,DB00553,enzyme,P04798,Humans
3700,DB00553,enzyme,Q16696,Humans
3701,DB00554,target,P35354,Humans
3702,DB00554,target,P23219,Humans
3703,DB00554,enzyme,P11712,Humans
3704,DB00554,enzyme,P10632,Humans
3705,DB00554,carrier,P02768,Humans
3706,DB00554,transporter,Q4U2R8,Humans
3707,DB00554,transporter,Q8TCC7,Humans
3708,DB00554,transporter,Q9NSA0,Humans
3709,DB00554,transporter,O94956,Humans
3710,DB00555,target,Q15878,Humans
3711,DB00555,target,P30542,Humans
3712,DB00555,target,P29274,Humans
3713,DB00555,target,P35348,Humans
3714,DB00555,target,P08913,Humans
3715,DB00555,target,P08588,Humans
3716,DB00555,target,P14416,Humans
3717,DB00555,target,P35367,Humans
3718,DB00555,target,P41145,Humans
3719,DB00555,target,P02708,Humans
3720,DB00555,target,P28223,Humans
3721,DB00555,target,P46098,Humans
3722,DB00555,target,P42261,Humans
3723,DB00555,enzyme,P00374,Humans
3724,DB00555,carrier,P02768,Humans
3725,DB00555,transporter,P08183,Humans
3726,DB00555,transporter,O15244,Humans
3727,DB00555,transporter,O15245,Humans
3728,DB00557,target,P35367,Humans
3729,DB00557,target,Q12809,Humans
3730,DB00557,enzyme,P10635,Humans
3731,DB00557,enzyme,P08684,Humans
3732,DB00557,enzyme,P20815,Humans
3733,DB00557,carrier,P02768,Humans
3734,DB00557,transporter,P08183,Humans
3735,DB00558,target,P06818,Influenza A virus (strain A/Bangkok/1/1979 H3N2)
3736,DB00558,target,P27907,Influenza B virus (strain B/Beijing/1/1987)
3737,DB00558,target,Q9Y3R4,Humans
3738,DB00559,target,P25101,Humans
3739,DB00559,target,P24530,Humans
3740,DB00559,enzyme,P08684,Humans
3741,DB00559,enzyme,P11712,Humans
3742,DB00559,transporter,O95342,Humans
3743,DB00560,target,P0A7X3,Escherichia coli (strain K12)
3744,DB00560,target,P0A7S3,Escherichia coli (strain K12)
3745,DB00560,target,P0A7S9,Escherichia coli (strain K12)
3746,DB00560,target,P0AG59,Escherichia coli (strain K12)
3747,DB00560,target,P0A7U3,Escherichia coli (strain K12)
3748,DB00561,target,O14649,Humans
3749,DB00561,target,Q9NPC2,Humans
3750,DB00562,target,P55017,Humans
3751,DB00562,target,P00915,Humans
3752,DB00562,target,P00918,Humans
3753,DB00562,target,P22748,Humans
3754,DB00562,target,Q16790,Humans
3755,DB00562,target,O43570,Humans
3756,DB00563,target,P00374,Humans
3757,DB00563,target,P04818,Humans
3758,DB00563,target,P31939,Humans
3759,DB00563,enzyme,P00374,Humans
3760,DB00563,enzyme,Q06278,Humans
3761,DB00563,enzyme,P42898,Humans
3762,DB00563,enzyme,P52209,Humans
3763,DB00563,enzyme,Q05932,Humans
3764,DB00563,enzyme,P04818,Humans
3765,DB00563,enzyme,P31939,Humans
3766,DB00563,enzyme,Q92820,Humans
3767,DB00563,enzyme,P08684,Humans
3768,DB00563,carrier,P02768,Humans
3769,DB00563,transporter,O15438,Humans
3770,DB00563,transporter,O15439,Humans
3771,DB00563,transporter,P33527,Humans
3772,DB00563,transporter,Q4U2R8,Humans
3773,DB00563,transporter,Q5T3U5,Humans
3774,DB00563,transporter,Q8TCC7,Humans
3775,DB00563,transporter,Q92887,Humans
3776,DB00563,transporter,P08183,Humans
3777,DB00563,transporter,P46721,Humans
3778,DB00563,transporter,P53985,Humans
3779,DB00563,transporter,Q96J66,Humans
3780,DB00563,transporter,Q9NPD5,Humans
3781,DB00563,transporter,Q9NSA0,Humans
3782,DB00563,transporter,Q9NYB5,Humans
3783,DB00563,transporter,Q9UIG8,Humans
3784,DB00563,transporter,Q9UNQ0,Humans
3785,DB00563,transporter,Q9Y694,Humans
3786,DB00563,transporter,Q96NT5,Humans
3787,DB00563,transporter,Q9Y6L6,Humans
3788,DB00563,transporter,Q6ZQN7,Humans
3789,DB00563,transporter,P41440,Humans
3790,DB00563,transporter,P15328,Humans
3791,DB00563,transporter,P14207,Humans
3792,DB00563,transporter,P46059,Humans
3793,DB00563,transporter,Q7Z2H8,Humans
3794,DB00564,target,P43681,Humans
3795,DB00564,target,O75469,Humans
3796,DB00564,enzyme,P08684,Humans
3797,DB00564,enzyme,P10632,Humans
3798,DB00564,enzyme,P05177,Humans
3799,DB00564,enzyme,P11712,Humans
3800,DB00564,enzyme,P33261,Humans
3801,DB00564,enzyme,P20813,Humans
3802,DB00564,enzyme,P20815,Humans
3803,DB00564,enzyme,P16662,Humans
3804,DB00564,enzyme,P22309,Humans
3805,DB00564,enzyme,P19224,Humans
3806,DB00564,enzyme,Q9HAW7,Humans
3807,DB00564,transporter,P08183,Humans
3808,DB00564,transporter,Q15311,Humans
3809,DB00564,transporter,Q92887,Humans
3810,DB00565,target,Q15822,Humans
3811,DB00567,target,Q75Y35,Streptococcus pneumoniae
3812,DB00567,target,Q8DNB6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
3813,DB00567,target,Q7CRA4,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
3814,DB00567,target,P0A3M6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
3815,DB00567,target,Q8DR59,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
3816,DB00567,carrier,P02768,Humans
3817,DB00567,transporter,O76082,Humans
3818,DB00567,transporter,P46059,Humans
3819,DB00567,transporter,Q16348,Humans
3820,DB00567,transporter,Q4U2R8,Humans
3821,DB00567,transporter,Q96FL8,Humans
3822,DB00567,transporter,Q8TCC7,Humans
3823,DB00568,target,P35367,Humans
3824,DB00568,target,Q13936,Humans
3825,DB00568,target,Q01668,Humans
3826,DB00568,target,O60840,Humans
3827,DB00568,target,Q13698,Humans
3828,DB00568,target,O43497,Humans
3829,DB00568,target,O95180,Humans
3830,DB00568,target,Q9P0X4,Humans
3831,DB00568,target,P14416,Humans
3832,DB00568,enzyme,P10635,Humans
3833,DB00568,enzyme,P11712,Humans
3834,DB00568,enzyme,P05177,Humans
3835,DB00568,enzyme,P20813,Humans
3836,DB00568,enzyme,P11509,Humans
3837,DB00568,enzyme,P04798,Humans
3838,DB00568,enzyme,P08684,Humans
3839,DB00569,target,P01008,Humans
3840,DB00569,target,P00742,Humans
3841,DB00570,target,Q71U36,Humans
3842,DB00570,target,P07437,Humans
3843,DB00570,target,Q9UJT1,Humans
3844,DB00570,target,P23258,Humans
3845,DB00570,target,Q9UJT0,Humans
3846,DB00570,target,P05412,Humans
3847,DB00570,enzyme,P08684,Humans
3848,DB00570,enzyme,P10635,Humans
3849,DB00570,transporter,P08183,Humans
3850,DB00570,transporter,P33527,Humans
3851,DB00570,transporter,Q92887,Humans
3852,DB00570,transporter,O95255,Humans
3853,DB00570,transporter,O95342,Humans
3854,DB00570,transporter,Q9Y6L6,Humans
3855,DB00571,target,P08588,Humans
3856,DB00571,target,P07550,Humans
3857,DB00571,target,P13945,Humans
3858,DB00571,target,P08908,Humans
3859,DB00571,target,P28222,Humans
3860,DB00571,enzyme,P20815,Humans
3861,DB00571,enzyme,P10635,Humans
3862,DB00571,enzyme,P24462,Humans
3863,DB00571,enzyme,P05177,Humans
3864,DB00571,enzyme,P33261,Humans
3865,DB00571,enzyme,P08684,Humans
3866,DB00571,enzyme,P04798,Humans
3867,DB00571,enzyme,P21397,Humans
3868,DB00571,carrier,P02763,Humans
3869,DB00571,carrier,P02768,Humans
3870,DB00571,transporter,O15244,Humans
3871,DB00571,transporter,P08183,Humans
3872,DB00572,target,P11229,Humans
3873,DB00572,target,P08172,Humans
3874,DB00572,target,P20309,Humans
3875,DB00572,target,P08173,Humans
3876,DB00572,target,P08912,Humans
3877,DB00572,target,P23415,Humans
3878,DB00572,target,P43681,Humans
3879,DB00572,target,P17787,Humans
3880,DB00572,transporter,O95342,Humans
3881,DB00573,target,P35354,Humans
3882,DB00573,target,P23219,Humans
3883,DB00573,target,Q07869,Humans
3884,DB00573,target,P37231,Humans
3885,DB00573,carrier,P02768,Humans
3886,DB00574,target,P31645,Humans
3887,DB00574,target,P41595,Humans
3888,DB00574,target,P28335,Humans
3889,DB00574,target,P28223,Humans
3890,DB00574,enzyme,P10635,Humans
3891,DB00575,target,P08913,Humans
3892,DB00575,target,P18089,Humans
3893,DB00575,target,P18825,Humans
3894,DB00575,target,P35348,Humans
3895,DB00575,target,P35368,Humans
3896,DB00575,target,P25100,Humans
3897,DB00575,enzyme,P10635,Humans
3898,DB00575,enzyme,P05177,Humans
3899,DB00575,enzyme,P08684,Humans
3900,DB00575,enzyme,P04798,Humans
3901,DB00575,enzyme,P20815,Humans
3902,DB00575,carrier,P02768,Humans
3903,DB00575,transporter,O75751,Humans
3904,DB00575,transporter,O76082,Humans
3905,DB00575,transporter,Q9H015,Humans
3906,DB00575,transporter,P08183,Humans
3907,DB00576,target,P0AC13,Escherichia coli (strain K12)
3908,DB00576,enzyme,P11712,Humans
3909,DB00576,carrier,P02768,Humans
3910,DB00577,target,P04293,HHV-1
3911,DB00577,target,Q9QNF7,HHV-1
3912,DB00577,enzyme,Q16774,Humans
3913,DB00577,enzyme,P06478,
3914,DB00577,transporter,P46059,Humans
3915,DB00577,transporter,Q16348,Humans
3916,DB00577,transporter,Q8TCC7,Humans
3917,DB00577,transporter,Q4U2R8,Humans
3918,DB00577,transporter,Q9UN76,Humans
3919,DB00577,transporter,Q12908,Humans
3920,DB00578,enzyme,P47712,Humans
3921,DB00578,transporter,Q4U2R8,Humans
3922,DB00579,target,P23975,Humans
3923,DB00579,target,Q01959,Humans
3924,DB00579,target,P31645,Humans
3925,DB00579,target,Q05940,Humans
3926,DB00580,target,P35354,Humans
3927,DB00580,target,P00918,Humans
3928,DB00580,target,P07451,Humans
3929,DB00580,enzyme,P08684,Humans
3930,DB00580,enzyme,P11712,Humans
3931,DB00580,enzyme,O60656,Humans
3932,DB00581,target,P06864,Escherichia coli (strain K12)
3933,DB00582,target,P10613,Yeast
3934,DB00582,enzyme,Q01740,Humans
3935,DB00582,enzyme,P31513,Humans
3936,DB00582,enzyme,P20815,Humans
3937,DB00582,enzyme,P24462,Humans
3938,DB00582,enzyme,P33261,Humans
3939,DB00582,enzyme,P08684,Humans
3940,DB00582,enzyme,P11712,Humans
3941,DB00582,enzyme,P23219,Humans
3942,DB00582,enzyme,P20813,Humans
3943,DB00583,target,Q9H015,Humans
3944,DB00583,target,O76082,Humans
3945,DB00583,target,P43155,Humans
3946,DB00583,target,Q8N8R3,Humans
3947,DB00583,target,O43772,Humans
3948,DB00583,target,Q9UKG9,Humans
3949,DB00583,target,P23786,Humans
3950,DB00583,target,P50416,Humans
3951,DB00583,target,P47989,Humans
3952,DB00583,target,P23141,Humans
3953,DB00583,target,P05164,Humans
3954,DB00583,transporter,Q9H015,Humans
3955,DB00583,transporter,Q9Y6L6,Humans
3956,DB00583,transporter,O76082,Humans
3957,DB00583,transporter,Q86VW1,Humans
3958,DB00583,transporter,Q8TCC7,Humans
3959,DB00584,target,P12821,Humans
3960,DB00584,carrier,P02768,Humans
3961,DB00584,transporter,P08183,Humans
3962,DB00584,transporter,P46059,Humans
3963,DB00584,transporter,Q4U2R8,Humans
3964,DB00584,transporter,Q8TCC7,Humans
3965,DB00584,transporter,Q9Y694,Humans
3966,DB00584,transporter,P46721,Humans
3967,DB00585,target,P25021,Humans
3968,DB00585,enzyme,P06276,Humans
3969,DB00585,transporter,P08183,Humans
3970,DB00586,target,P35354,Humans
3971,DB00586,target,P23219,Humans
3972,DB00586,enzyme,P11712,Humans
3973,DB00586,enzyme,P33261,Humans
3974,DB00586,enzyme,P05177,Humans
3975,DB00586,enzyme,P10632,Humans
3976,DB00586,enzyme,P16662,Humans
3977,DB00586,enzyme,P08684,Humans
3978,DB00586,enzyme,P20813,Humans
3979,DB00586,enzyme,P33260,Humans
3980,DB00586,enzyme,P05181,Humans
3981,DB00586,enzyme,P35503,Humans
3982,DB00586,enzyme,O60656,Humans
3983,DB00586,enzyme,P06133,Humans
3984,DB00586,enzyme,P09917,Humans
3985,DB00586,enzyme,P14555,Humans
3986,DB00586,carrier,P02766,Humans
3987,DB00586,carrier,P02768,Humans
3988,DB00586,transporter,Q4U2R8,Humans
3989,DB00586,transporter,O15439,Humans
3990,DB00586,transporter,P33527,Humans
3991,DB00586,transporter,Q8TCC7,Humans
3992,DB00586,transporter,Q9NSA0,Humans
3993,DB00586,transporter,Q9NYB5,Humans
3994,DB00586,transporter,Q9Y6L6,Humans
3995,DB00586,transporter,O95342,Humans
3996,DB00586,transporter,P35499,Humans
3997,DB00586,transporter,P78348,Humans
3998,DB00586,transporter,O43526,Humans
3999,DB00586,transporter,O43525,Humans
4000,DB00586,transporter,P08183,Humans
4001,DB00588,target,P04150,Humans
4002,DB00588,target,P06401,Humans
4003,DB00588,target,P47712,Humans
4004,DB00588,target,P08235,Humans
4005,DB00588,enzyme,P08684,Humans
4006,DB00588,enzyme,P20815,Humans
4007,DB00588,enzyme,P24462,Humans
4008,DB00588,enzyme,P10632,Humans
4009,DB00588,carrier,P08185,Humans
4010,DB00588,carrier,Q9Y6L6,Humans
4011,DB00588,transporter,P08183,Humans
4012,DB00588,transporter,Q9Y6L6,Humans
4013,DB00589,target,P14416,Humans
4014,DB00589,target,P35462,Humans
4015,DB00589,target,P21917,Humans
4016,DB00589,target,P21728,Humans
4017,DB00589,target,P21918,Humans
4018,DB00589,target,P08908,Humans
4019,DB00589,target,P28221,Humans
4020,DB00589,target,P41595,Humans
4021,DB00589,target,P28223,Humans
4022,DB00589,target,P28335,Humans
4023,DB00589,target,P28222,Humans
4024,DB00589,target,P08913,Humans
4025,DB00589,target,P18089,Humans
4026,DB00589,target,P18825,Humans
4027,DB00589,target,P34969,Humans
4028,DB00589,enzyme,P08684,Humans
4029,DB00590,target,P35348,Humans
4030,DB00590,target,P25100,Humans
4031,DB00590,target,P35368,Humans
4032,DB00590,enzyme,P33261,Humans
4033,DB00590,enzyme,P10635,Humans
4034,DB00590,enzyme,P08684,Humans
4035,DB00590,enzyme,P11712,Humans
4036,DB00590,transporter,P08183,Humans
4037,DB00590,transporter,O15245,Humans
4038,DB00591,target,P04150,Humans
4039,DB00591,target,P04083,Humans
4040,DB00591,target,P07355,Humans
4041,DB00591,target,P12429,Humans
4042,DB00591,target,P09525,Humans
4043,DB00591,target,P08758,Humans
4044,DB00591,enzyme,P08684,Humans
4045,DB00591,carrier,P08185,Humans
4046,DB00592,target,P28472,Humans
4047,DB00592,enzyme,P10635,Humans
4048,DB00593,target,O43497,Humans
4049,DB00593,enzyme,P05181,Humans
4050,DB00593,enzyme,P08684,Humans
4051,DB00594,target,P37088,Humans
4052,DB00594,target,P51168,Humans
4053,DB00594,target,P51170,Humans
4054,DB00594,target,P51172,Humans
4055,DB00594,target,P19801,Humans
4056,DB00594,target,Q16515,Humans
4057,DB00594,target,P78348,Humans
4058,DB00594,target,P19634,Humans
4059,DB00594,target,P00749,Humans
4060,DB00594,enzyme,P19801,Humans
4061,DB00594,enzyme,Q9TRC7,Pig
4062,DB00594,transporter,O15244,Humans
4063,DB00594,transporter,Q9H015,Humans
4064,DB00595,target,P0A7X3,Escherichia coli (strain K12)
4065,DB00595,target,P0A7V8,Escherichia coli (strain K12)
4066,DB00595,carrier,P02768,Humans
4067,DB00595,transporter,Q4U2R8,Humans
4068,DB00595,transporter,Q8TCC7,Humans
4069,DB00595,transporter,Q9NSA0,Humans
4070,DB00595,transporter,Q9Y694,Humans
4071,DB00596,target,P04150,Humans
4072,DB00596,carrier,P08185,Humans
4073,DB00598,target,P08588,Humans
4074,DB00598,target,P07550,Humans
4075,DB00598,enzyme,P10635,Humans
4076,DB00598,enzyme,P33261,Humans
4077,DB00598,enzyme,P22309,Humans
4078,DB00598,enzyme,P16662,Humans
4079,DB00598,enzyme,O60656,Humans
4080,DB00598,carrier,P02768,Humans
4081,DB00598,transporter,Q2M3G0,Humans
4082,DB00599,target,P14867,Humans
4083,DB00599,target,P47869,Humans
4084,DB00599,target,P34903,Humans
4085,DB00599,target,P48169,Humans
4086,DB00599,target,P31644,Humans
4087,DB00599,target,Q16445,Humans
4088,DB00599,target,P43681,Humans
4089,DB00599,target,P36544,Humans
4090,DB00599,target,P42262,Humans
4091,DB00599,target,Q13002,Humans
4092,DB00599,target,O00519,Humans
4093,DB00599,target,P20309,Humans
4094,DB00599,enzyme,P33261,Humans
4095,DB00600,target,P14679,Humans
4096,DB00601,enzyme,P21397,Humans
4097,DB00601,enzyme,P27338,Humans
4098,DB00602,target,O75311,Humans
4099,DB00602,target,P28472,Humans
4100,DB00602,enzyme,P08684,Humans
4101,DB00602,transporter,P08183,Humans
4102,DB00602,transporter,P33527,Humans
4103,DB00602,transporter,Q92887,Humans
4104,DB00602,transporter,Q9UNQ0,Humans
4105,DB00602,transporter,Q9Y6L6,Humans
4106,DB00602,transporter,Q9NPD5,Humans
4107,DB00603,target,P06401,Humans
4108,DB00603,target,P03372,Humans
4109,DB00603,target,P08183,Humans
4110,DB00603,enzyme,P08684,Humans
4111,DB00603,enzyme,P10632,Humans
4112,DB00603,enzyme,P26439,Humans
4113,DB00603,enzyme,P11712,Humans
4114,DB00603,enzyme,P04800,Rat
4115,DB00603,carrier,P02768,Humans
4116,DB00603,transporter,P08183,Humans
4117,DB00604,target,Q13639,Humans
4118,DB00604,target,P46098,Humans
4119,DB00604,target,P28223,Humans
4120,DB00604,target,Q12809,Humans
4121,DB00604,enzyme,P24462,Humans
4122,DB00604,enzyme,P08684,Humans
4123,DB00604,enzyme,P20815,Humans
4124,DB00604,enzyme,P11509,Humans
4125,DB00604,enzyme,P20813,Humans
4126,DB00604,enzyme,P33261,Humans
4127,DB00604,enzyme,P10632,Humans
4128,DB00604,enzyme,P11712,Humans
4129,DB00604,enzyme,P10635,Humans
4130,DB00605,target,P35354,Humans
4131,DB00605,target,P23219,Humans
4132,DB00605,target,P15121,Humans
4133,DB00605,target,P27361,Humans
4134,DB00605,target,Q03181,Humans
4135,DB00605,target,Q9Y5Y4,Humans
4136,DB00605,target,O60218,Humans
4137,DB00605,enzyme,P04798,Humans
4138,DB00605,carrier,P02768,Humans
4139,DB00605,transporter,Q4U2R8,Humans
4140,DB00606,target,P54710,Humans
4141,DB00606,target,P00915,Humans
4142,DB00606,target,P00918,Humans
4143,DB00606,target,Q6FHJ7,Humans
4144,DB00606,transporter,Q4U2R8,Humans
4145,DB00607,target,Q7CRA4,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
4146,DB00607,target,P0A3M6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
4147,DB00607,target,Q8DNB6,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
4148,DB00607,target,Q75Y35,Streptococcus pneumoniae
4149,DB00607,target,Q8DR59,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
4150,DB00607,enzyme,P08684,Humans
4151,DB00607,enzyme,P05177,Humans
4152,DB00607,carrier,P02768,Humans
4153,DB00607,transporter,Q4U2R8,Humans
4154,DB00608,target,P09210,Humans
4155,DB00608,target,P01375,Humans
4156,DB00608,target,Q9NR96,Humans
4157,DB00608,target,Q8MU52,Plasmodium falciparum
4158,DB00608,target,P09429,Humans
4159,DB00608,target,P09488,Humans
4160,DB00608,target,Q9BYF1,Humans
4161,DB00608,enzyme,P10632,Humans
4162,DB00608,enzyme,P08684,Humans
4163,DB00608,enzyme,P20815,Humans
4164,DB00608,enzyme,P10635,Humans
4165,DB00608,enzyme,P04798,Humans
4166,DB00608,carrier,P02768,Humans
4167,DB00608,transporter,P08183,Humans
4168,DB00609,target,P9WGR1,Mycobacterium tuberculosis
4169,DB00609,target,P9WIE5,Mycobacterium tuberculosis
4170,DB00610,target,P35348,Humans
4171,DB00611,target,P41145,Humans
4172,DB00611,target,P41143,Humans
4173,DB00611,target,P35372,Humans
4174,DB00612,target,P08588,Humans
4175,DB00612,target,P07550,Humans
4176,DB00612,enzyme,P08684,Humans
4177,DB00612,transporter,P08183,Humans
4178,DB00613,target,P50135,Humans
4179,DB00613,enzyme,P10632,Humans
4180,DB00613,enzyme,P04798,Humans
4181,DB00613,enzyme,Q16678,Humans
4182,DB00613,enzyme,P10635,Humans
4183,DB00613,enzyme,P11712,Humans
4184,DB00613,transporter,P08183,Humans
4185,DB00614,enzyme,P27338,Humans
4186,DB00614,enzyme,P21397,Humans
4187,DB00615,target,P0A7Z4,Escherichia coli (strain K12)
4188,DB00615,target,P0A8V2,Escherichia coli (strain K12)
4189,DB00615,target,P0A8T7,Escherichia coli (strain K12)
4190,DB00615,target,P07900,Humans
4191,DB00615,target,P14625,Humans
4192,DB00615,enzyme,P08684,Humans
4193,DB00615,enzyme,P33261,Humans
4194,DB00615,enzyme,P20813,Humans
4195,DB00615,enzyme,P10632,Humans
4196,DB00615,enzyme,P11712,Humans
4197,DB00615,transporter,P08183,Humans
4198,DB00617,target,Q9P0X4,Humans
4199,DB00617,enzyme,P05181,Humans
4200,DB00617,enzyme,P08684,Humans
4201,DB00617,enzyme,P11712,Humans
4202,DB00617,enzyme,P10632,Humans
4203,DB00618,target,P30518,Humans
4204,DB00619,target,P11274,Humans
4205,DB00619,target,P10721,Humans
4206,DB00619,target,O43519,Humans
4207,DB00619,target,P04629,Humans
4208,DB00619,target,P07333,Humans
4209,DB00619,target,P16234,Humans
4210,DB00619,target,Q08345,Humans
4211,DB00619,target,P00519,Humans
4212,DB00619,target,P09619,Humans
4213,DB00619,enzyme,P08684,Humans
4214,DB00619,enzyme,P20815,Humans
4215,DB00619,enzyme,P24462,Humans
4216,DB00619,enzyme,P05177,Humans
4217,DB00619,enzyme,P11712,Humans
4218,DB00619,enzyme,P10635,Humans
4219,DB00619,enzyme,P33261,Humans
4220,DB00619,enzyme,P23219,Humans
4221,DB00619,enzyme,P10632,Humans
4222,DB00619,carrier,P02768,Humans
4223,DB00619,carrier,P02763,Humans
4224,DB00619,transporter,O15245,Humans
4225,DB00619,transporter,P08183,Humans
4226,DB00619,transporter,O15244,Humans
4227,DB00619,transporter,Q9UNQ0,Humans
4228,DB00619,transporter,Q99758,Humans
4229,DB00619,transporter,O95342,Humans
4230,DB00620,target,P04150,Humans
4231,DB00620,enzyme,P08684,Humans
4232,DB00620,enzyme,P35354,Humans
4233,DB00620,enzyme,P06276,Humans
4234,DB00620,enzyme,P20815,Humans
4235,DB00620,enzyme,P24462,Humans
4236,DB00620,carrier,P08185,Humans
4237,DB00620,carrier,P02768,Humans
4238,DB00621,target,P10275,Humans
4239,DB00621,enzyme,P11712,Humans
4240,DB00622,target,Q13936,Humans
4241,DB00622,target,Q08289,Humans
